ID,Name,Artists,Streams,S.Week,BB.Week
21551,Save Myself,Ed Sheeran,1434969,2017-03-24,2017-03-25
21552,Just Hold On,Steve Aoki,1421587,2017-03-24,2017-03-25
21553,How Far I'll Go,Auli'i Cravalho,1421444,2017-03-24,2017-03-25
21554,Ride,twenty one pilots,1414583,2017-03-24,2017-03-25
21555,Scars To Your Beautiful,Alessia Cara,1404948,2017-03-24,2017-03-25
21556,Oceans Away,A R I Z O N A,1398193,2017-03-24,2017-03-25
21557,Reminder,The Weeknd,1389370,2017-03-24,2017-03-25
21558,You Don't Know Me - Radio Edit,Jax Jones,1380634,2017-03-24,2017-03-25
21559,Gassed Up,Nebu Kiniza,1363721,2017-03-24,2017-03-25
21560,At My Best,Machine Gun Kelly,1356611,2017-03-24,2017-03-25
21561,It's A Vibe,2 Chainz,1354450,2017-03-24,2017-03-25
21562,Treat You Better,Shawn Mendes,1327293,2017-03-24,2017-03-25
21563,First Day Out,Tee Grizzley,1305485,2017-03-24,2017-03-25
21564,Liability,Lorde,1304205,2017-03-24,2017-03-25
21565,Into You,Ariana Grande,1295818,2017-03-24,2017-03-25
21566,Stressed Out,twenty one pilots,1292516,2017-03-24,2017-03-25
21567,Hotline Bling,Drake,1291202,2017-03-24,2017-03-25
21568,Some Way,NAV,1274475,2017-03-24,2017-03-25
21569,Still Here,Drake,1271741,2017-03-24,2017-03-25
21570,Hurricane,Luke Combs,1267329,2017-03-24,2017-03-25
21571,All Me,Drake,1262995,2017-03-24,2017-03-25
21572,Dirt On My Boots,Jon Pardi,1248578,2017-03-24,2017-03-25
21573,Deja Vu,Post Malone,1246340,2017-03-24,2017-03-25
21574,Make Me (Cry),Noah Cyrus,1245603,2017-03-24,2017-03-25
21575,Work from Home,Fifth Harmony,1245138,2017-03-24,2017-03-25
21576,Some Kind Of Drug,G-Eazy,1236948,2017-03-24,2017-03-25
21577,What They Want,Russ,1227915,2017-03-24,2017-03-25
21578,One Night,Lil Yachty,1221354,2017-03-24,2017-03-25
21579,Cold Water,Major Lazer,1218680,2017-03-24,2017-03-25
21580,Same Drugs,Chance the Rapper,1216947,2017-03-24,2017-03-25
21581,Erase Your Social,Lil Uzi Vert,1215862,2017-03-24,2017-03-25
21582,Dead Presidents,Rick Ross,1213207,2017-03-24,2017-03-25
21583,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,1213174,2017-03-24,2017-03-25
21584,Wyclef Jean,Young Thug,1197537,2017-03-24,2017-03-25
21585,Running Back,Wale,1195235,2017-03-24,2017-03-25
21586,Used to This,Future,1189447,2017-03-24,2017-03-25
21587,The Hills,The Weeknd,1179054,2017-03-24,2017-03-25
21588,Neighbors,J. Cole,1178461,2017-03-24,2017-03-25
21589,Shining,DJ Khaled,1177000,2017-03-24,2017-03-25
21590,All We Know,The Chainsmokers,1176790,2017-03-24,2017-03-25
21591,Death of a Bachelor,Panic! At The Disco,1176787,2017-03-24,2017-03-25
21592,Chantaje,Shakira,1176399,2017-03-24,2017-03-25
21593,Juke Jam,Chance the Rapper,1171058,2017-03-24,2017-03-25
21594,"i hate u, i love u ",gnash,1170435,2017-03-24,2017-03-25
21595,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,12141634,2018-12-21,2018-12-22
21596,"Thank U, Next",Ariana Grande,11776847,2018-12-21,2018-12-22
21597,SICKO MODE,Travis Scott,10201449,2018-12-21,2018-12-22
21598,ZEZE,Kodak Black,9834634,2018-12-21,2018-12-22
21599,Going Bad,Meek Mill,9733478,2018-12-21,2018-12-22
21600,Drip Too Hard (Lil Baby & Gunna),Lil Baby,9379459,2018-12-21,2018-12-22
21601,Imagine,Ariana Grande,8639817,2018-12-21,2018-12-22
21602,Mo Bamba,Sheck Wes,8577934,2018-12-21,2018-12-22
21603,Without Me,Halsey,8261478,2018-12-21,2018-12-22
21604,All I Want for Christmas Is You,Mariah Carey,6774332,2018-12-21,2018-12-22
21605,Leave Me Alone,Flipp Dinero,6619217,2018-12-21,2018-12-22
21606,whoa (mind in awe),XXXTENTACION,6284263,2018-12-21,2018-12-22
21607,Wake Up in the Sky,Gucci Mane,6192112,2018-12-21,2018-12-22
21608,Lucid Dreams,Juice WRLD,6103990,2018-12-21,2018-12-22
21609,BAD!,XXXTENTACION,5906221,2018-12-21,2018-12-22
21610,Jingle Bell Rock,Bobby Helms,5727401,2018-12-21,2018-12-22
21611,Rockin' Around The Christmas Tree,Brenda Lee,5634360,2018-12-21,2018-12-22
21612,SAD!,XXXTENTACION,5308532,2018-12-21,2018-12-22
21613,Santa Tell Me,Ariana Grande,5226225,2018-12-21,2018-12-22
21614,It's the Most Wonderful Time of the Year,Andy Williams,5101604,2018-12-21,2018-12-22
21615,Happier,Marshmello,4933064,2018-12-21,2018-12-22
21616,MoshPit,Kodak Black,4904376,2018-12-21,2018-12-22
21617,Last Christmas,Wham!,4807043,2018-12-21,2018-12-22
21618,Armed And Dangerous,Juice WRLD,4806257,2018-12-21,2018-12-22
21619,Moonlight,XXXTENTACION,4777150,2018-12-21,2018-12-22
21620,Better Now,Post Malone,4739124,2018-12-21,2018-12-22
21621,KIKA,6ix9ine,4711588,2018-12-21,2018-12-22
21622,Better,Khalid,4524778,2018-12-21,2018-12-22
21623,when the party's over,Billie Eilish,4502328,2018-12-21,2018-12-22
21624,Nonstop,Drake,4486168,2018-12-21,2018-12-22
21625,Calling My Spirit,Kodak Black,4435367,2018-12-21,2018-12-22
21626,It's Beginning to Look a Lot Like Christmas,Michael Bublé,4244370,2018-12-21,2018-12-22
21627,MIA,Bad Bunny,4174683,2018-12-21,2018-12-22
21628,Arms Around You,XXXTENTACION,4167296,2018-12-21,2018-12-22
21629,Taki Taki,"DJ Snake, Selena Gomez, Ozuna, Cardi B",4140759,2018-12-21,2018-12-22
21630,A Holly Jolly Christmas - Single Version,Burl Ives,4063135,2018-12-21,2018-12-22
21631,Jocelyn Flores,XXXTENTACION,3986556,2018-12-21,2018-12-22
21632,Eastside,"benny blanco, Halsey, Khalid",3975448,2018-12-21,2018-12-22
21633,FEFE,6ix9ine,3956423,2018-12-21,2018-12-22
21634,Do They Know It's Christmas? - 1984 Version,Band Aid,3927591,2018-12-21,2018-12-22
21635,High Hopes,Panic! At The Disco,3881732,2018-12-21,2018-12-22
21636,Taste,Tyga,3831288,2018-12-21,2018-12-22
21637,The Christmas Song (Merry Christmas To You),Nat King Cole,3777949,2018-12-21,2018-12-22
21638,Yes Indeed,Lil Baby,3770208,2018-12-21,2018-12-22
21639,Money,Cardi B,3751153,2018-12-21,2018-12-22
21640,Mistletoe,Justin Bieber,3728575,2018-12-21,2018-12-22
21641,Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, The B. Swanson Quartet",3693838,2018-12-21,2018-12-22
21642,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,3683717,2018-12-21,2018-12-22
21643,Fine China,Future,3636146,2018-12-21,2018-12-22
21644,lovely,Billie Eilish,3595340,2018-12-21,2018-12-22
21645,Saturday Nights,Khalid,3576363,2018-12-21,2018-12-22
21646,Nuketown,Ski Mask The Slump God,3538580,2018-12-21,2018-12-22
21647,White Christmas,Bing Crosby,3454217,2018-12-21,2018-12-22
21648,Topanga,Trippie Redd,3393802,2018-12-21,2018-12-22
21649,I Like It,Cardi B,3373653,2018-12-21,2018-12-22
21650,TIC TOC,6ix9ine,3349009,2018-12-21,2018-12-22
21651,10 Freaky Girls,"Metro Boomin, 21 Savage",3320217,2018-12-21,2018-12-22
21652,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,3290288,2018-12-21,2018-12-22
21653,Fuck Love,XXXTENTACION,3286257,2018-12-21,2018-12-22
21654,Psycho,Post Malone,3196933,2018-12-21,2018-12-22
21655,idontwannabeyouanymore,Billie Eilish,3182360,2018-12-21,2018-12-22
21656,Nothing Breaks Like a Heart,Mark Ronson,3165247,2018-12-21,2018-12-22
21657,God's Plan,Drake,3164525,2018-12-21,2018-12-22
21658,rockstar,Post Malone,3162344,2018-12-21,2018-12-22
21659,I Fall Apart,Post Malone,3138947,2018-12-21,2018-12-22
21660,All Girls Are The Same,Juice WRLD,3103144,2018-12-21,2018-12-22
21661,Roses,"benny blanco, Juice WRLD",3062304,2018-12-21,2018-12-22
21662,Falling Down - Bonus Track,Lil Peep,3057719,2018-12-21,2018-12-22
21663,It's Beginning to Look a Lot Like Christmas,"Perry Como, Mitchell Ayres & His Orchestra",3024222,2018-12-21,2018-12-22
21664,Splashin,Rich The Kid,3013186,2018-12-21,2018-12-22
21665,YOSEMITE,Travis Scott,3004150,2018-12-21,2018-12-22
21666,Space Cadet,Metro Boomin,2970591,2018-12-21,2018-12-22
21667,Happy Xmas (War Is Over) - Remastered,John Lennon,2937564,2018-12-21,2018-12-22
21668,changes,XXXTENTACION,2937168,2018-12-21,2018-12-22
21669,No Stylist,French Montana,2930791,2018-12-21,2018-12-22
21670,In My Feelings,Drake,2923323,2018-12-21,2018-12-22
21671,Blue Christmas,Elvis Presley,2912326,2018-12-21,2018-12-22
21672,Breathin,Ariana Grande,2899268,2018-12-21,2018-12-22
21673,Holly Jolly Christmas,Michael Bublé,2878342,2018-12-21,2018-12-22
21674,Feliz Navidad,José Feliciano,2869880,2018-12-21,2018-12-22
21675,Noticed,Lil Mosey,2856056,2018-12-21,2018-12-22
21676,Lean Wit Me,Juice WRLD,2804856,2018-12-21,2018-12-22
21677,BIG BANK,YG,2796945,2018-12-21,2018-12-22
21678,Look Back At It,A Boogie Wit da Hoodie,2784924,2018-12-21,2018-12-22
21679,"Baby, It's Cold Outside ",Brett Eldredge,2754682,2018-12-21,2018-12-22
21680,Look Alive,BlocBoy JB,2754106,2018-12-21,2018-12-22
21681,1400 / 999 Freestyle,Trippie Redd,2716357,2018-12-21,2018-12-22
21682,Youngblood,5 Seconds of Summer,2674039,2018-12-21,2018-12-22
21683,Bad Liar,Imagine Dragons,2673744,2018-12-21,2018-12-22
21684,MAMA,6ix9ine,2655374,2018-12-21,2018-12-22
21685,God Is A Woman,Ariana Grande,2618980,2018-12-21,2018-12-22
21686,Run Rudolph Run - Single Version,Chuck Berry,2608119,2018-12-21,2018-12-22
21687,Ric Flair Drip (& Metro Boomin),Offset,2580055,2018-12-21,2018-12-22
21688,Close To Me,"Ellie Goulding, Diplo",2579446,2018-12-21,2018-12-22
21689,Underneath the Tree,Kelly Clarkson,2576654,2018-12-21,2018-12-22
21690,Shallow,Lady Gaga,2556003,2018-12-21,2018-12-22
21691,Have Yourself A Merry Little Christmas,Sam Smith,2553178,2018-12-21,2018-12-22
21692,Nice For What,Drake,2551267,2018-12-21,2018-12-22
21693,Guardian angel,XXXTENTACION,2549876,2018-12-21,2018-12-22
21694,Hide,Juice WRLD,2525545,2018-12-21,2018-12-22
21695,Beautiful,Bazzi,2512996,2018-12-21,2018-12-22
21696,Everybody Dies In Their Nightmares,XXXTENTACION,2504267,2018-12-21,2018-12-22
21697,I don’t let go,XXXTENTACION,2498183,2018-12-21,2018-12-22
21698,Sleigh Ride,The Ronettes,2495772,2018-12-21,2018-12-22
21699,No Tears Left To Cry,Ariana Grande,2493207,2018-12-21,2018-12-22
21700,Don't Come Out The House,"Metro Boomin, 21 Savage",2483149,2018-12-21,2018-12-22
21701,WAKA,6ix9ine,2471259,2018-12-21,2018-12-22
21702,Bohemian Rhapsody - Remastered 2011,Queen,2464309,2018-12-21,2018-12-22
21703,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2460733,2018-12-21,2018-12-22
21704,XO TOUR Llif3,Lil Uzi Vert,2455973,2018-12-21,2018-12-22
21705,STARGAZING,Travis Scott,2450692,2018-12-21,2018-12-22
21706,I Love It (& Lil Pump),Kanye West,2449144,2018-12-21,2018-12-22
21707,Santa Baby,Ariana Grande,2425133,2018-12-21,2018-12-22
21708,Pure Cocaine,Lil Baby,2389189,2018-12-21,2018-12-22
21709,Familia,"Nicki Minaj, Anuel Aa",2366238,2018-12-21,2018-12-22
21710,Girls Like You,Maroon 5,2346322,2018-12-21,2018-12-22
21711,bellyache,Billie Eilish,2335422,2018-12-21,2018-12-22
21712,Sweet but Psycho,Ava Max,2323557,2018-12-21,2018-12-22
21713,ocean eyes,Billie Eilish,2302927,2018-12-21,2018-12-22
21714,Christmas (Baby Please Come Home),Mariah Carey,2294736,2018-12-21,2018-12-22
21715,Uproar,Lil Wayne,2283865,2018-12-21,2018-12-22
21716,Lucky You,Eminem,2271936,2018-12-21,2018-12-22
21717,Solo de Mi,Bad Bunny,2250962,2018-12-21,2018-12-22
21718,Best Part,H.E.R.,2249992,2018-12-21,2018-12-22
21719,Plug Walk,Rich The Kid,2239099,2018-12-21,2018-12-22
21720,Wasted,Juice WRLD,2224386,2018-12-21,2018-12-22
21721,Winter Wonderland,Bing Crosby,2222288,2018-12-21,2018-12-22
21722,Love Lies,"Khalid, Normani",2184830,2018-12-21,2018-12-22
21723,Congratulations,Post Malone,2176374,2018-12-21,2018-12-22
21724,New Patek,Lil Uzi Vert,2163891,2018-12-21,2018-12-22
21725,Gnarly,Kodak Black,2163203,2018-12-21,2018-12-22
21726,Testimony,Kodak Black,2152492,2018-12-21,2018-12-22
21727,Scared of the Dark,Lil Wayne,2149499,2018-12-21,2018-12-22
21728,Santa Baby,"Eartha Kitt, Henri René, His Orchestra",2143646,2018-12-21,2018-12-22
21729,Speechless,Dan + Shay,2135620,2018-12-21,2018-12-22
21730,Ruin My Life,Zara Larsson,2134642,2018-12-21,2018-12-22
21731,Foot Fungus,Ski Mask The Slump God,2122868,2018-12-21,2018-12-22
21732,Mine,Bazzi,2122528,2018-12-21,2018-12-22
21733,goosebumps,Travis Scott,2112842,2018-12-21,2018-12-22
21734,Santa Claus Is Coming to Town,Michael Bublé,2088152,2018-12-21,2018-12-22
21735,Meant to Be,Bebe Rexha,2057981,2018-12-21,2018-12-22
21736,Carol of the Bells,Mykola Dmytrovych Leontovych,2050021,2018-12-21,2018-12-22
21737,Lust,Lil Skies,2039173,2018-12-21,2018-12-22
21738,come out and play,Billie Eilish,2015176,2018-12-21,2018-12-22
21739,Do You Hear What I Hear?,Bing Crosby,2014582,2018-12-21,2018-12-22
21740,In My Head,Peter Manos,2010423,2018-12-21,2018-12-22
21741,Murder On My Mind,YNW Melly,2008415,2018-12-21,2018-12-22
21742,Startender,A Boogie Wit da Hoodie,2001870,2018-12-21,2018-12-22
21743,Candy Paint,Post Malone,1998322,2018-12-21,2018-12-22
21744,Look At Me!,XXXTENTACION,1998154,2018-12-21,2018-12-22
21745,Identity Theft,Kodak Black,1996692,2018-12-21,2018-12-22
21746,Trip,Ella Mai,1993581,2018-12-21,2018-12-22
21747,WORKIN ME,Quavo,1991748,2018-12-21,2018-12-22
21748,I Like Me Better,Lauv,1991527,2018-12-21,2018-12-22
21749,Be Alright,Dean Lewis,1987934,2018-12-21,2018-12-22
21750,Hope,XXXTENTACION,1976935,2018-12-21,2018-12-22
21751,Natural,Imagine Dragons,1968959,2018-12-21,2018-12-22
21752,HUMBLE.,Kendrick Lamar,1967538,2018-12-21,2018-12-22
21753,Joy To The World,Nat King Cole,1949240,2018-12-21,2018-12-22
21754,Te Boté - Remix,Nio Garcia,1940929,2018-12-21,2018-12-22
21755,Jingle Bell Rock - Daryl's Version,"Daryl Hall, John Oates",1939818,2018-12-21,2018-12-22
21756,Roll In Peace,Kodak Black,1936378,2018-12-21,2018-12-22
21757,Tequila,Dan + Shay,1932873,2018-12-21,2018-12-22
21758,Faucet Failure,Ski Mask The Slump God,1929056,2018-12-21,2018-12-22
21759,"Baby, It's Cold Outside",Dean Martin,1923165,2018-12-21,2018-12-22
21760,Nowadays,Lil Skies,1916365,2018-12-21,2018-12-22
21761,what are you so afraid of,XXXTENTACION,1915993,2018-12-21,2018-12-22
21762,Black & White,Juice WRLD,1909169,2018-12-21,2018-12-22
21763,the remedy for a broken heart (why am I so in love),XXXTENTACION,1907476,2018-12-21,2018-12-22
21764,Walk,Comethazine,1892186,2018-12-21,2018-12-22
21765,Uptown Vibes,Meek Mill,1871812,2018-12-21,2018-12-22
21766,Kamikaze,Lil Mosey,1870642,2018-12-21,2018-12-22
21767,REEL IT IN,Aminé,1867972,2018-12-21,2018-12-22
21768,SLOW DANCING IN THE DARK,Joji,1864732,2018-12-21,2018-12-22
21769,Mistletoe And Holly - Remastered 1999,Frank Sinatra,1853950,2018-12-21,2018-12-22
21770,Taking A Walk,Trippie Redd,1849624,2018-12-21,2018-12-22
21771,Young Dumb & Broke,Khalid,1842711,2018-12-21,2018-12-22
21772,Praise The Lord (Da Shine),A$AP Rocky,1823179,2018-12-21,2018-12-22
21773,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",Judy Garland,1817413,2018-12-21,2018-12-22
21774,Hallelujah,Pentatonix,1800442,2018-12-21,2018-12-22
21775,On Me,Meek Mill,1796974,2018-12-21,2018-12-22
21776,Close Friends (Lil Baby & Gunna),Lil Baby,1790557,2018-12-21,2018-12-22
21777,Take One,Kodak Black,1784785,2018-12-21,2018-12-22
21778,This Feeling,The Chainsmokers,1777940,2018-12-21,2018-12-22
21779,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,1770531,2018-12-21,2018-12-22
21780,STOOPID,6ix9ine,1768829,2018-12-21,2018-12-22
21781,JAPAN,Famous Dex,1746476,2018-12-21,2018-12-22
21782,BUTTERFLY EFFECT,Travis Scott,1744795,2018-12-21,2018-12-22
21783,The Middle,Zedd,1740661,2018-12-21,2018-12-22
21784,Location,Khalid,1738726,2018-12-21,2018-12-22
21785,Winter Wonderland,Tony Bennett,1725141,2018-12-21,2018-12-22
21786,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,1723598,2018-12-21,2018-12-22
21787,"Merry Christmas, Happy Holidays",*NSYNC,1715615,2018-12-21,2018-12-22
21788,Train food,XXXTENTACION,1714129,2018-12-21,2018-12-22
21789,Walk It Talk It,Migos,1709795,2018-12-21,2018-12-22
21790,What Christmas Means To Me,Stevie Wonder,1703896,2018-12-21,2018-12-22
21791,All The Stars,"Kendrick Lamar, SZA",1703787,2018-12-21,2018-12-22
21792,Mona Lisa,Lil Wayne,1690564,2018-12-21,2018-12-22
21793,Little Saint Nick - 1991 Remix,The Beach Boys,1685100,2018-12-21,2018-12-22
21794,Legends,Juice WRLD,1683407,2018-12-21,2018-12-22
21795,Bank Account,21 Savage,8198664,2017-08-11,2017-08-12
21796,XO TOUR Llif3,Lil Uzi Vert,8038105,2017-08-11,2017-08-12
21797,Unforgettable,French Montana,8003557,2017-08-11,2017-08-12
21798,Wild Thoughts,DJ Khaled,7581620,2017-08-11,2017-08-12
21799,Despacito - Remix,Luis Fonsi,7268760,2017-08-11,2017-08-12
21800,HUMBLE.,Kendrick Lamar,6419961,2017-08-11,2017-08-12
21801,I'm the One,DJ Khaled,6161943,2017-08-11,2017-08-12
21802,Mi Gente,J Balvin,5804966,2017-08-11,2017-08-12
21803,BUTTERFLY EFFECT,Travis Scott,5447263,2017-08-11,2017-08-12
21804,Congratulations,Post Malone,5433794,2017-08-11,2017-08-12
21805,Sorry Not Sorry,Demi Lovato,5272179,2017-08-11,2017-08-12
21806,Feels,Calvin Harris,5176805,2017-08-11,2017-08-12
21807,Strip That Down,Liam Payne,5107606,2017-08-11,2017-08-12
21808,Location,Khalid,4963483,2017-08-11,2017-08-12
21809,Redbone,Childish Gambino,4845568,2017-08-11,2017-08-12
21810,Attention,Charlie Puth,4618464,2017-08-11,2017-08-12
21811,Young Dumb & Broke,Khalid,4560608,2017-08-11,2017-08-12
21812,Believer,Imagine Dragons,4481414,2017-08-11,2017-08-12
21813,Body Like A Back Road,Sam Hunt,4393673,2017-08-11,2017-08-12
21814,1-800-273-8255,Logic,4143981,2017-08-11,2017-08-12
21815,Bodak Yellow,Cardi B,4111866,2017-08-11,2017-08-12
21816,DNA.,Kendrick Lamar,4104185,2017-08-11,2017-08-12
21817,Slippery,Migos,4071640,2017-08-11,2017-08-12
21818,goosebumps,Travis Scott,4032396,2017-08-11,2017-08-12
21819,2U,David Guetta,3999315,2017-08-11,2017-08-12
21820,Magnolia,Playboi Carti,3989060,2017-08-11,2017-08-12
21821,Love Galore,SZA,3952890,2017-08-11,2017-08-12
21822,Fetish,Selena Gomez,3951148,2017-08-11,2017-08-12
21823,Feel It Still,Portugal. The Man,3817051,2017-08-11,2017-08-12
21824,Glorious,Macklemore,3782401,2017-08-11,2017-08-12
21825,Slow Hands,Niall Horan,3780314,2017-08-11,2017-08-12
21826,Back To You,Louis Tomlinson,3775237,2017-08-11,2017-08-12
21827,Thunder,Imagine Dragons,3752404,2017-08-11,2017-08-12
21828,Praying,Kesha,3655176,2017-08-11,2017-08-12
21829,Mask Off,Future,3654906,2017-08-11,2017-08-12
21830,Slide,Calvin Harris,3630803,2017-08-11,2017-08-12
21831,Perplexing Pegasus,Rae Sremmurd,3539650,2017-08-11,2017-08-12
21832,New Rules,Dua Lipa,3510637,2017-08-11,2017-08-12
21833,That's What I Like,Bruno Mars,3452805,2017-08-11,2017-08-12
21834,There's Nothing Holdin' Me Back,Shawn Mendes,3411682,2017-08-11,2017-08-12
21835,I Like Me Better,Lauv,3391274,2017-08-11,2017-08-12
21836,Signs,Drake,3292122,2017-08-11,2017-08-12
21837,LOVE.,Kendrick Lamar,3287123,2017-08-11,2017-08-12
21838,LOYALTY.,Kendrick Lamar,3285180,2017-08-11,2017-08-12
21839,It's A Vibe,2 Chainz,3259486,2017-08-11,2017-08-12
21840,Shape of You,Ed Sheeran,3249491,2017-08-11,2017-08-12
21841,Drowning,A Boogie Wit da Hoodie,3212702,2017-08-11,2017-08-12
21842,Now Or Never,Halsey,3099838,2017-08-11,2017-08-12
21843,Rollin,Calvin Harris,3004827,2017-08-11,2017-08-12
21844,Bad Liar,Selena Gomez,2999782,2017-08-11,2017-08-12
21845,Rake It Up,Yo Gotti,2792990,2017-08-11,2017-08-12
21846,Stay,"Zedd, Alessia Cara",2760489,2017-08-11,2017-08-12
21847,4:00 AM,2 Chainz,2727864,2017-08-11,2017-08-12
21848,Passionfruit,Drake,2608021,2017-08-11,2017-08-12
21849,iSpy,KYLE,2553373,2017-08-11,2017-08-12
21850,No Complaints,Metro Boomin,2451854,2017-08-11,2017-08-12
21851,Most Girls,Hailee Steinfeld,2293636,2017-08-11,2017-08-12
21852,More Than You Know,Axwell /\ Ingrosso,2282316,2017-08-11,2017-08-12
21853,Something Just Like This,The Chainsmokers,2260470,2017-08-11,2017-08-12
21854,Rich Love,"OneRepublic, Seeb",2176894,2017-08-11,2017-08-12
21855,Know No Better,Major Lazer,2160471,2017-08-11,2017-08-12
21856,Bounce Back,Big Sean,2155361,2017-08-11,2017-08-12
21857,There for You,Martin Garrix,2109460,2017-08-11,2017-08-12
21858,Ex Calling,6LACK,2099852,2017-08-11,2017-08-12
21859,Bad and Boujee,Migos,2098522,2017-08-11,2017-08-12
21860,Say You Won't Let Go,James Arthur,2087974,2017-08-11,2017-08-12
21861,Despacito (Featuring Daddy Yankee),Luis Fonsi,2068094,2017-08-11,2017-08-12
21862,Closer,The Chainsmokers,2058354,2017-08-11,2017-08-12
21863,Crying in the Club,Camila Cabello,2054649,2017-08-11,2017-08-12
21864,Tunnel Vision,Kodak Black,2030916,2017-08-11,2017-08-12
16258,The Way Life Goes,Lil Uzi Vert,2856616,2017-12-29,2017-12-30
21866,Would You Ever,Skrillex,2010971,2017-08-11,2017-08-12
21867,Issues,Julia Michaels,1990716,2017-08-11,2017-08-12
21868,Mama,Jonas Blue,1961793,2017-08-11,2017-08-12
21869,Reminder - Remix,The Weeknd,1949543,2017-08-11,2017-08-12
21870,Portland,Drake,1947033,2017-08-11,2017-08-12
21871,Swang,Rae Sremmurd,1942362,2017-08-11,2017-08-12
21872,Down,Fifth Harmony,1919373,2017-08-11,2017-08-12
21873,wokeuplikethis*,Playboi Carti,1886251,2017-08-11,2017-08-12
21874,Numb,21 Savage,1886195,2017-08-11,2017-08-12
21875,T-Shirt,Migos,1881115,2017-08-11,2017-08-12
21876,Met Gala,Gucci Mane,1875744,2017-08-11,2017-08-12
21877,It Ain't Me,"Kygo, Selena Gomez",1867208,2017-08-11,2017-08-12
21878,Caroline,Aminé,1845306,2017-08-11,2017-08-12
21879,No Promises,Cheat Codes,1831363,2017-08-11,2017-08-12
21880,Broccoli,DRAM,1821104,2017-08-11,2017-08-12
21881,Swalla,Jason Derulo,1814749,2017-08-11,2017-08-12
21882,ELEMENT.,Kendrick Lamar,1795083,2017-08-11,2017-08-12
21883,Your Song,Rita Ora,1778155,2017-08-11,2017-08-12
21884,What Ifs,Kane Brown,1776198,2017-08-11,2017-08-12
21885,Fake Love,Drake,1769924,2017-08-11,2017-08-12
21886,OMG,Camila Cabello,1756824,2017-08-11,2017-08-12
21887,Look At Me!,XXXTENTACION,1754758,2017-08-11,2017-08-12
21889,First Day Out,Tee Grizzley,1738240,2017-08-11,2017-08-12
21890,Starboy,The Weeknd,1736849,2017-08-11,2017-08-12
21891,Felices los 4,Maluma,1723308,2017-08-11,2017-08-12
21892,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1710148,2017-08-11,2017-08-12
21893,pick up the phone,Young Thug,1699566,2017-08-11,2017-08-12
21894,White Iverson,Post Malone,1654576,2017-08-11,2017-08-12
21895,Go Flex,Post Malone,1653602,2017-08-11,2017-08-12
21896,Relationship,Young Thug,1648658,2017-08-11,2017-08-12
21897,Small Town Boy,Dustin Lynch,1635225,2017-08-11,2017-08-12
21898,No Problem,Chance the Rapper,1622074,2017-08-11,2017-08-12
21899,Losin Control,Russ,1615055,2017-08-11,2017-08-12
21900,Craving You,Thomas Rhett,1612798,2017-08-11,2017-08-12
21901,Malibu,Miley Cyrus,1608806,2017-08-11,2017-08-12
21902,Who Dat Boy,"Tyler, The Creator",1607834,2017-08-11,2017-08-12
21903,beibs in the trap,Travis Scott,1603876,2017-08-11,2017-08-12
21904,Hurricane,Luke Combs,1589260,2017-08-11,2017-08-12
21905,Rolex,"Ayo, Teo",1585699,2017-08-11,2017-08-12
21906,Everyday We Lit,YFN Lucci,1584311,2017-08-11,2017-08-12
21907,All My Love,Cash Cash,1573710,2017-08-11,2017-08-12
21908,The Weekend,SZA,1567347,2017-08-11,2017-08-12
21909,Money Longer,Lil Uzi Vert,1565372,2017-08-11,2017-08-12
21910,Unforgettable,Thomas Rhett,1561984,2017-08-11,2017-08-12
21911,PRBLMS,6LACK,1531999,2017-08-11,2017-08-12
21912,One Dance,Drake,1518761,2017-08-11,2017-08-12
21913,X,21 Savage,1517462,2017-08-11,2017-08-12
21914,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1495778,2017-08-11,2017-08-12
21915,No Role Modelz,J. Cole,1494560,2017-08-11,2017-08-12
21916,Gyalchester,Drake,1481280,2017-08-11,2017-08-12
21917,Candy Paint,Post Malone,1480388,2017-08-11,2017-08-12
21918,Escápate Conmigo,Wisin,1478140,2017-08-11,2017-08-12
21919,Why,Sabrina Carpenter,1444373,2017-08-11,2017-08-12
21920,Neighbors,J. Cole,1436344,2017-08-11,2017-08-12
21921,What They Want,Russ,1426619,2017-08-11,2017-08-12
21922,Super Far,LANY,1419947,2017-08-11,2017-08-12
21923,Get Low,"Zedd, Liam Payne",1413790,2017-08-11,2017-08-12
21924,Havana,Camila Cabello,1409692,2017-08-11,2017-08-12
21925,RAF,A$AP Mob,1395909,2017-08-11,2017-08-12
21926,See You Again,"Tyler, The Creator",1388883,2017-08-11,2017-08-12
21927,Heartache On The Dance Floor,Jon Pardi,1387122,2017-08-11,2017-08-12
