ID,Name,Artists,Streams,S.Week,BB.Week
2588,changes,XXXTENTACION,1565518,2019-06-14,2019-06-15
2589,Nice For What,Drake,1555995,2019-06-14,2019-06-15
2590,Out Tha Mud,Roddy Ricch,1552490,2019-06-14,2019-06-15
2591,This Feeling,The Chainsmokers,1551245,2019-06-14,2019-06-15
2592,Night Shift,Jon Pardi,1541462,2019-06-14,2019-06-15
2593,RUNNING OUT OF TIME,"Tyler, The Creator",1533869,2019-06-14,2019-06-15
2594,Best Part,H.E.R.,1531606,2019-06-14,2019-06-15
2595,Look Alive,BlocBoy JB,1516925,2019-06-14,2019-06-15
2596,In My Feelings,Drake,1514163,2019-06-14,2019-06-15
2597,No Role Modelz,J. Cole,1510848,2019-06-14,2019-06-15
2598,Legendary,Tyga,1506324,2019-06-14,2019-06-15
2599,Señorita,Shawn Mendes,14244170,2019-06-28,2019-06-29
2600,Panini,Lil Nas X,12903716,2019-06-28,2019-06-29
2601,Money In The Grave (Drake ft. Rick Ross),Drake,12440511,2019-06-28,2019-06-29
2602,bad guy,Billie Eilish,8738268,2019-06-28,2019-06-29
2603,Old Town Road,Lil Nas X,8148074,2019-06-28,2019-06-29
2604,You Need To Calm Down,Taylor Swift,8064658,2019-06-28,2019-06-29
2605,Truth Hurts,Lizzo,7865330,2019-06-28,2019-06-29
2606,Ransom,Lil Tecca,7427965,2019-06-28,2019-06-29
2607,Rodeo,Lil Nas X,7405634,2019-06-28,2019-06-29
2608,I Don't Care,"Ed Sheeran, Justin Bieber",7135042,2019-06-28,2019-06-29
2609,The London,Young Thug,7025458,2019-06-28,2019-06-29
2610,Suge,DaBaby,6508830,2019-06-28,2019-06-29
2611,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,6248258,2019-06-28,2019-06-29
2612,EARFQUAKE,"Tyler, The Creator",5974443,2019-06-28,2019-06-29
2613,No Guidance,Chris Brown,5899728,2019-06-28,2019-06-29
2614,Pop Out,Polo G,5699029,2019-06-28,2019-06-29
2615,Never Really Over,Katy Perry,5375269,2019-06-28,2019-06-29
2616,Talk,Khalid,5252792,2019-06-28,2019-06-29
2617,One Thing Right - feat. Kane Brown,Marshmello,5044940,2019-06-28,2019-06-29
2618,If I Can't Have You,Shawn Mendes,4770588,2019-06-28,2019-06-29
2619,Sucker,Jonas Brothers,4541698,2019-06-28,2019-06-29
2620,Wow.,Post Malone,4514616,2019-06-28,2019-06-29
2621,Go Loko,YG,4439226,2019-06-28,2019-06-29
2622,Call You Mine,"The Chainsmokers, Bebe Rexha",4367584,2019-06-28,2019-06-29
2623,MIDDLE CHILD,J. Cole,4248595,2019-06-28,2019-06-29
2624,Lalala,Y2K,4243522,2019-06-28,2019-06-29
2625,Only Human,Jonas Brothers,4180879,2019-06-28,2019-06-29
2627,Swervin,A Boogie Wit da Hoodie,4057078,2019-06-28,2019-06-29
2628,It's You,Ali Gatie,3997955,2019-06-28,2019-06-29
2629,Sanguine Paradise,Lil Uzi Vert,3884571,2019-06-28,2019-06-29
2630,7 Rings,Ariana Grande,3767296,2019-06-28,2019-06-29
2631,Cross Me,Ed Sheeran,3712495,2019-06-28,2019-06-29
2632,when the party's over,Billie Eilish,3685321,2019-06-28,2019-06-29
2633,Summer Days,Martin Garrix,3630949,2019-06-28,2019-06-29
2634,Going Bad,Meek Mill,3562208,2019-06-28,2019-06-29
2635,Pure Water,"Mustard, Migos",3403090,2019-06-28,2019-06-29
2636,MEGATRON,Nicki Minaj,3364271,2019-06-28,2019-06-29
2637,Murder On My Mind,YNW Melly,3291937,2019-06-28,2019-06-29
2638,Envy Me,Calboy,3282127,2019-06-28,2019-06-29
2639,Sanctuary,Joji,3232948,2019-06-28,2019-06-29
2640,Drip Too Hard (Lil Baby & Gunna),Lil Baby,3217591,2019-06-28,2019-06-29
2641,Better,Khalid,3199492,2019-06-28,2019-06-29
2642,lovely,"Billie Eilish, Khalid",3181714,2019-06-28,2019-06-29
2643,Callaita,Bad Bunny,3159803,2019-06-28,2019-06-29
2644,bury a friend,Billie Eilish,3159236,2019-06-28,2019-06-29
2645,Shotta Flow,NLE Choppa,3118838,2019-06-28,2019-06-29
2646,Happier,Marshmello,3061221,2019-06-28,2019-06-29
2647,Out The Mud,Lil Baby,3053739,2019-06-28,2019-06-29
2648,Lucid Dreams,Juice WRLD,2979793,2019-06-28,2019-06-29
2649,Eastside,"benny blanco, Halsey, Khalid, Halsey, Khalid",2977402,2019-06-28,2019-06-29
2650,Someone You Loved,Lewis Capaldi,2955544,2019-06-28,2019-06-29
2651,Robbery,Juice WRLD,2916599,2019-06-28,2019-06-29
2652,SICKO MODE,Travis Scott,2899030,2019-06-28,2019-06-29
2653,Paradise,Bazzi,2873652,2019-06-28,2019-06-29
2654,Heaven,Avicii,2690690,2019-06-28,2019-06-29
2655,ME!,Taylor Swift,2683360,2019-06-28,2019-06-29
2656,Mother's Daughter,Miley Cyrus,2660737,2019-06-28,2019-06-29
2657,Look Back At It,A Boogie Wit da Hoodie,2650061,2019-06-28,2019-06-29
2658,wish you were gay,Billie Eilish,2595557,2019-06-28,2019-06-29
2659,Baby Sitter,DaBaby,2587912,2019-06-28,2019-06-29
2660,Mixed Personalities,YNW Melly,2586850,2019-06-28,2019-06-29
2661,Easier,5 Seconds of Summer,2578390,2019-06-28,2019-06-29
2662,Clout,Offset,2576642,2019-06-28,2019-06-29
2663,Without Me,Halsey,2572673,2019-06-28,2019-06-29
2664,SAD!,XXXTENTACION,2561003,2019-06-28,2019-06-29
2665,"Thank U, Next",Ariana Grande,2538689,2019-06-28,2019-06-29
2666,The Git Up,Blanco Brown,2512742,2019-06-28,2019-06-29
2667,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2510005,2019-06-28,2019-06-29
2668,a lot,21 Savage,2495694,2019-06-28,2019-06-29
2669,Worth It,YK Osiris,2491573,2019-06-28,2019-06-29
2670,Otro Trago,Sech,2471873,2019-06-28,2019-06-29
2671,Dancing With A Stranger,"Sam Smith, Normani",2467073,2019-06-28,2019-06-29
2672,Better Now,Post Malone,2466901,2019-06-28,2019-06-29
2673,Down Bad,Dreamville,2455857,2019-06-28,2019-06-29
2674,Tap,NAV,2421876,2019-06-28,2019-06-29
2675,Soltera - Remix,Lunay,2407354,2019-06-28,2019-06-29
2676,On A Roll,Ashley O,2394377,2019-06-28,2019-06-29
2677,Juice,Lizzo,2334158,2019-06-28,2019-06-29
2678,rockstar,Post Malone,2328727,2019-06-28,2019-06-29
2679,Focus,Bazzi,2323411,2019-06-28,2019-06-29
2680,That's Life,88-Keys,2305016,2019-06-28,2019-06-29
2681,Isis,Joyner Lucas,2295240,2019-06-28,2019-06-29
2682,Homicide,Logic,2289232,2019-06-28,2019-06-29
2683,Beer Never Broke My Heart,Luke Combs,2285457,2019-06-28,2019-06-29
2684,High Hopes,Panic! At The Disco,2277543,2019-06-28,2019-06-29
2685,Faucet Failure,Ski Mask The Slump God,2268525,2019-06-28,2019-06-29
2686,Whiskey Glasses,Morgan Wallen,2256246,2019-06-28,2019-06-29
2687,God's Country,Blake Shelton,2248898,2019-06-28,2019-06-29
2688,Goin Baby,DaBaby,2248705,2019-06-28,2019-06-29
2689,Moonlight,XXXTENTACION,2234855,2019-06-28,2019-06-29
2690,Shallow,Lady Gaga,2220726,2019-06-28,2019-06-29
2691,Rescue Me,OneRepublic,2205494,2019-06-28,2019-06-29
2692,Beautiful Crazy,Luke Combs,2203722,2019-06-28,2019-06-29
2693,Jocelyn Flores,XXXTENTACION,2202947,2019-06-28,2019-06-29
2694,i'm so tired...,Lauv,2196092,2019-06-28,2019-06-29
2695,Act Up,City Girls,2195919,2019-06-28,2019-06-29
2696,F9mily (You & Me),Lil Nas X,2189584,2019-06-28,2019-06-29
2697,ZEZE,Kodak Black,2129461,2019-06-28,2019-06-29
2698,Con Calma,Daddy Yankee,2121497,2019-06-28,2019-06-29
2699,Potential,Gucci Mane,2119392,2019-06-28,2019-06-29
2700,I Think I'm OKAY,"Machine Gun Kelly, YUNGBLUD, Travis Barker",2114999,2019-06-28,2019-06-29
2701,La La Land,Bryce Vine,2109930,2019-06-28,2019-06-29
2702,Find U Again,Mark Ronson,2095554,2019-06-28,2019-06-29
2703,SLOW DANCING IN THE DARK,Joji,2094062,2019-06-28,2019-06-29
2704,Saturday Nights,Khalid,2086183,2019-06-28,2019-06-29
2705,you should see me in a crown,Billie Eilish,2079623,2019-06-28,2019-06-29
2706,i,Lil Skies,2070390,2019-06-28,2019-06-29
2707,I Like It,Cardi B,2057430,2019-06-28,2019-06-29
2708,Loco Contigo,"DJ Snake, J. Balvin, Tyga",2049376,2019-06-28,2019-06-29
2709,Sweet but Psycho,Ava Max,2040094,2019-06-28,2019-06-29
2710,C7osure (You Like),Lil Nas X,2037424,2019-06-28,2019-06-29
2711,Taste,Tyga,2026043,2019-06-28,2019-06-29
2712,"Hey Look Ma, I Made It",Panic! At The Disco,2003760,2019-06-28,2019-06-29
2713,Nonstop,Drake,1999429,2019-06-28,2019-06-29
2714,Post Malone,Sam Feldt,1980235,2019-06-28,2019-06-29
2715,Kick It,Lil Nas X,1969747,2019-06-28,2019-06-29
2716,Meant to Be,Bebe Rexha,1960062,2019-06-28,2019-06-29
2717,Omertà,Drake,1957252,2019-06-28,2019-06-29
2718,Speechless,Dan + Shay,1956595,2019-06-28,2019-06-29
2719,Nightmare,Halsey,1950813,2019-06-28,2019-06-29
2720,Youngblood,5 Seconds of Summer,1938645,2019-06-28,2019-06-29
2721,I Fall Apart,Post Malone,1937547,2019-06-28,2019-06-29
2722,Mo Bamba,Sheck Wes,1933998,2019-06-28,2019-06-29
2723,Stripper Bowl,Migos,1924925,2019-06-28,2019-06-29
2724,ocean eyes,Billie Eilish,1910682,2019-06-28,2019-06-29
2725,Mad Love,Mabel,1909140,2019-06-28,2019-06-29
2726,Rumor,Lee Brice,1903082,2019-06-28,2019-06-29
2727,Fuck Love,XXXTENTACION,1889781,2019-06-28,2019-06-29
2728,Leave Me Alone,Flipp Dinero,1879769,2019-06-28,2019-06-29
2729,God's Plan,Drake,1872974,2019-06-28,2019-06-29
2730,Good as Hell,Lizzo,1857497,2019-06-28,2019-06-29
2731,Here With Me,Marshmello,1852831,2019-06-28,2019-06-29
2732,All Girls Are The Same,Juice WRLD,1852340,2019-06-28,2019-06-29
2733,She Got the Best of Me,Luke Combs,1848269,2019-06-28,2019-06-29
2734,i love you,Billie Eilish,1848108,2019-06-28,2019-06-29
2735,SOS,Avicii,1841937,2019-06-28,2019-06-29
2736,I Like Me Better,Lauv,1836112,2019-06-28,2019-06-29
2737,Young Dumb & Broke,Khalid,1832106,2019-06-28,2019-06-29
2738,XO TOUR Llif3,Lil Uzi Vert,1826540,2019-06-28,2019-06-29
2739,Bohemian Rhapsody - Remastered 2011,Queen,1823823,2019-06-28,2019-06-29
2740,Psycho,Post Malone,1822850,2019-06-28,2019-06-29
2741,Armed And Dangerous,Juice WRLD,1818003,2019-06-28,2019-06-29
2742,Feeling,Juice WRLD,1816594,2019-06-28,2019-06-29
2743,Yes Indeed,Lil Baby,1815838,2019-06-28,2019-06-29
2744,Wake Up in the Sky,Gucci Mane,1814544,2019-06-28,2019-06-29
2745,Tequila,Dan + Shay,1806752,2019-06-28,2019-06-29
2746,Boy With Luv,BTS,1797875,2019-06-28,2019-06-29
2747,That's A Rack,Lil Uzi Vert,1787468,2019-06-28,2019-06-29
2748,Press,Cardi B,1782802,2019-06-28,2019-06-29
2749,idontwannabeyouanymore,Billie Eilish,1781835,2019-06-28,2019-06-29
2750,Noticed,Lil Mosey,1780905,2019-06-28,2019-06-29
2751,my strange addiction,Billie Eilish,1766325,2019-06-28,2019-06-29
2752,GRoCERIES,Chance the Rapper,1751471,2019-06-28,2019-06-29
2753,Congratulations,Post Malone,1750940,2019-06-28,2019-06-29
2754,Be Alright,Dean Lewis,1749490,2019-06-28,2019-06-29
2755,MIA,Bad Bunny,1748113,2019-06-28,2019-06-29
2756,Look What God Gave Her,Thomas Rhett,1744548,2019-06-28,2019-06-29
2757,Love Me Less,MAX,1714140,2019-06-28,2019-06-29
2758,Bring U Down,Lil Nas X,1707500,2019-06-28,2019-06-29
2759,All Around The World (La La La),R3HAB,1699297,2019-06-28,2019-06-29
2760,Location,Khalid,1693839,2019-06-28,2019-06-29
2761,HUMBLE.,Kendrick Lamar,1689434,2019-06-28,2019-06-29
2762,Civil War,Russ,1683078,2019-06-28,2019-06-29
2763,The Middle,Zedd,1681944,2019-06-28,2019-06-29
2764,Ric Flair Drip (& Metro Boomin),Offset,1652429,2019-06-28,2019-06-29
2765,xanny,Billie Eilish,1651789,2019-06-28,2019-06-29
2766,Nice For What,Drake,1608626,2019-06-28,2019-06-29
2767,changes,XXXTENTACION,1608391,2019-06-28,2019-06-29
2768,ICE,Gucci Mane,1605834,2019-06-28,2019-06-29
2769,Slime Belief,YoungBoy Never Broke Again,1603171,2019-06-28,2019-06-29
2770,bellyache,Billie Eilish,1600611,2019-06-28,2019-06-29
2771,No Me Conoce - Remix,Jhay Cortez,1591395,2019-06-28,2019-06-29
2772,When It Rains It Pours,Luke Combs,1586440,2019-06-28,2019-06-29
2773,Who Do You Love,The Chainsmokers,1572140,2019-06-28,2019-06-29
2774,Money,Cardi B,1561866,2019-06-28,2019-06-29
2775,goosebumps,Travis Scott,1559678,2019-06-28,2019-06-29
2776,Body Like A Back Road,Sam Hunt,1558183,2019-06-28,2019-06-29
2777,Floating,ScHoolboy Q,1552404,2019-06-28,2019-06-29
2778,Talk You Out Of It,Florida Georgia Line,1551651,2019-06-28,2019-06-29
2779,Don't Stop Me Now - Remastered,Queen,1534138,2019-06-28,2019-06-29
2780,In My Feelings,Drake,1527439,2019-06-28,2019-06-29
2781,Wish Wish,DJ Khaled,1517232,2019-06-28,2019-06-29
2782,Eyes On You,Chase Rice,1503908,2019-06-28,2019-06-29
2783,all the good girls go to hell,Billie Eilish,1501577,2019-06-28,2019-06-29
2784,Te Robaré,Nicky Jam,1493391,2019-06-28,2019-06-29
2785,Hurricane,Luke Combs,1491093,2019-06-28,2019-06-29
2786,Thotiana,Blueface,1488131,2019-06-28,2019-06-29
2787,Best Part,H.E.R.,1479900,2019-06-28,2019-06-29
2788,Thunder,Imagine Dragons,1479791,2019-06-28,2019-06-29
2789,Racks In The Middle,Nipsey Hussle,1475378,2019-06-28,2019-06-29
2790,No Role Modelz,J. Cole,1474708,2019-06-28,2019-06-29
2791,Close To Me,"Ellie Goulding, Diplo",1469657,2019-06-28,2019-06-29
2792,Cool,Jonas Brothers,1463207,2019-06-28,2019-06-29
2793,Believer,Imagine Dragons,1457447,2019-06-28,2019-06-29
2794,3 Nights,Dominic Fike,1455487,2019-06-28,2019-06-29
2795,Bitchuary,Shordie Shordie,1449619,2019-06-28,2019-06-29
2796,Heaven,Kane Brown,1447690,2019-06-28,2019-06-29
2797,Don't Stop Believin',Journey,1447594,2019-06-28,2019-06-29
2798,Close Friends (Lil Baby & Gunna),Lil Baby,1443741,2019-06-28,2019-06-29
2999,bad guy,Billie Eilish,18516701,2019-04-05,2019-04-06
3000,Old Town Road,Lil Nas X,12953835,2019-04-05,2019-04-06
3001,wish you were gay,Billie Eilish,11595540,2019-04-05,2019-04-06
3002,bury a friend,Billie Eilish,9743807,2019-04-05,2019-04-06
3003,when the party's over,Billie Eilish,9024389,2019-04-05,2019-04-06
3004,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,9013744,2019-04-05,2019-04-06
3005,xanny,Billie Eilish,8959348,2019-04-05,2019-04-06
3006,all the good girls go to hell,Billie Eilish,8701017,2019-04-05,2019-04-06
3007,MIDDLE CHILD,J. Cole,8668475,2019-04-05,2019-04-06
3008,my strange addiction,Billie Eilish,8197752,2019-04-05,2019-04-06
3009,you should see me in a crown,Billie Eilish,8131854,2019-04-05,2019-04-06
3010,Swervin,A Boogie Wit da Hoodie,7398540,2019-04-05,2019-04-06
3011,Murder On My Mind,YNW Melly,7357739,2019-04-05,2019-04-06
3012,Wow.,Post Malone,7352330,2019-04-05,2019-04-06
3013,7 Rings,Ariana Grande,7226775,2019-04-05,2019-04-06
3014,Going Bad,Meek Mill,7042212,2019-04-05,2019-04-06
3015,i love you,Billie Eilish,6810833,2019-04-05,2019-04-06
3016,ilomilo,Billie Eilish,6777872,2019-04-05,2019-04-06
3017,Sucker,Jonas Brothers,6581575,2019-04-05,2019-04-06
3018,listen before i go,Billie Eilish,6375640,2019-04-05,2019-04-06
3019,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,5978831,2019-04-05,2019-04-06
3020,Robbery,Juice WRLD,5975912,2019-04-05,2019-04-06
3021,8,Billie Eilish,5857341,2019-04-05,2019-04-06
3022,Mixed Personalities,YNW Melly,5833416,2019-04-05,2019-04-06
3023,Pure Water,"Mustard, Migos",5823815,2019-04-05,2019-04-06
3024,a lot,21 Savage,5111802,2019-04-05,2019-04-06
3025,Drip Too Hard (Lil Baby & Gunna),Lil Baby,4902110,2019-04-05,2019-04-06
3026,Talk,Khalid,4573073,2019-04-05,2019-04-06
3027,goodbye,Billie Eilish,4567473,2019-04-05,2019-04-06
3028,Faucet Failure,Ski Mask The Slump God,4458224,2019-04-05,2019-04-06
3029,Thotiana,Blueface,4420110,2019-04-05,2019-04-06
3030,SICKO MODE,Travis Scott,4346452,2019-04-05,2019-04-06
3031,"Thank U, Next",Ariana Grande,4283732,2019-04-05,2019-04-06
3032,Without Me,Halsey,4279322,2019-04-05,2019-04-06
3033,Look Back At It,A Boogie Wit da Hoodie,4242388,2019-04-05,2019-04-06
3034,Happier,Marshmello,4183150,2019-04-05,2019-04-06
3035,Envy Me,Calboy,4125970,2019-04-05,2019-04-06
3036,My Bad,Khalid,4114191,2019-04-05,2019-04-06
3037,Here With Me,Marshmello,3976421,2019-04-05,2019-04-06
3038,Better,Khalid,3972727,2019-04-05,2019-04-06
3039,lovely,Billie Eilish,3870295,2019-04-05,2019-04-06
3040,Lucid Dreams,Juice WRLD,3839642,2019-04-05,2019-04-06
3041,Dancing With A Stranger,"Sam Smith, Normani",3836296,2019-04-05,2019-04-06
3042,Please Me,Cardi B,3775977,2019-04-05,2019-04-06
3043,i,Lil Skies,3773875,2019-04-05,2019-04-06
3044,Eastside,"benny blanco, Halsey, Khalid, Halsey, Khalid",3661833,2019-04-05,2019-04-06
3045,ZEZE,Kodak Black,3659331,2019-04-05,2019-04-06
3046,Shallow,Lady Gaga,3651500,2019-04-05,2019-04-06
3047,Mo Bamba,Sheck Wes,3507126,2019-04-05,2019-04-06
3048,Better Now,Post Malone,3486909,2019-04-05,2019-04-06
3049,Let Me Down Slowly,Alec Benjamin,3485767,2019-04-05,2019-04-06
3050,Monopoly,"Ariana Grande, Victoria Monet",3431888,2019-04-05,2019-04-06
3051,Splashin,Rich The Kid,3373435,2019-04-05,2019-04-06
3052,SAD!,XXXTENTACION,3300010,2019-04-05,2019-04-06
3053,Saturday Nights,Khalid,3259322,2019-04-05,2019-04-06
3054,i'm so tired...,Lauv,3181936,2019-04-05,2019-04-06
3055,Wake Up in the Sky,Gucci Mane,3158955,2019-04-05,2019-04-06
3056,Racks In The Middle,Nipsey Hussle,3146928,2019-04-05,2019-04-06
3057,Fast,Juice WRLD,2976955,2019-04-05,2019-04-06
3058,Moonlight,XXXTENTACION,2971187,2019-04-05,2019-04-06
3059,Leave Me Alone,Flipp Dinero,2964864,2019-04-05,2019-04-06
3060,idontwannabeyouanymore,Billie Eilish,2946560,2019-04-05,2019-04-06
3061,Armed And Dangerous,Juice WRLD,2939571,2019-04-05,2019-04-06
3062,Money,Cardi B,2903293,2019-04-05,2019-04-06
3063,Hear Me Calling,Juice WRLD,2858936,2019-04-05,2019-04-06
3064,Beautiful Crazy,Luke Combs,2849439,2019-04-05,2019-04-06
3065,High Hopes,Panic! At The Disco,2828073,2019-04-05,2019-04-06
3066,The Bones,Maren Morris,2814934,2019-04-05,2019-04-06
3067,Con Calma,Daddy Yankee,2808603,2019-04-05,2019-04-06
3068,Pure Cocaine,Lil Baby,2808578,2019-04-05,2019-04-06
3069,Don't Call Me Up,Mabel,2783053,2019-04-05,2019-04-06
3070,Space Cadet,Metro Boomin,2771788,2019-04-05,2019-04-06
3071,rockstar,Post Malone,2752846,2019-04-05,2019-04-06
3072,Make Believe,Juice WRLD,2731558,2019-04-05,2019-04-06
3073,Self,Khalid,2709308,2019-04-05,2019-04-06
3074,Sweet but Psycho,Ava Max,2684138,2019-04-05,2019-04-06
3075,Price On My Head,NAV,2682967,2019-04-05,2019-04-06
3076,Red Room,Offset,2673429,2019-04-05,2019-04-06
3077,Freaky,Tory Lanez,2657704,2019-04-05,2019-04-06
3078,Be Alright,Dean Lewis,2639403,2019-04-05,2019-04-06
3079,Jocelyn Flores,XXXTENTACION,2598918,2019-04-05,2019-04-06
3080,Wow. - Remix,Post Malone,2582381,2019-04-05,2019-04-06
3081,ocean eyes,Billie Eilish,2557482,2019-04-05,2019-04-06
3082,MIA,Bad Bunny,2549051,2019-04-05,2019-04-06
3083,Startender,A Boogie Wit da Hoodie,2546436,2019-04-05,2019-04-06
3084,Pop Out,Polo G,2519033,2019-04-05,2019-04-06
3085,Act Up,City Girls,2505237,2019-04-05,2019-04-06
3086,Nonstop,Drake,2505160,2019-04-05,2019-04-06
3087,Undrunk,FLETCHER,2495644,2019-04-05,2019-04-06
3088,Bohemian Rhapsody - Remastered 2011,Queen,2474148,2019-04-05,2019-04-06
3089,Calling My Spirit,Kodak Black,2457615,2019-04-05,2019-04-06
3090,SLOW DANCING IN THE DARK,Joji,2441283,2019-04-05,2019-04-06
3091,I Fall Apart,Post Malone,2435652,2019-04-05,2019-04-06
3092,Taste,Tyga,2431861,2019-04-05,2019-04-06
3093,Psycho,Post Malone,2419858,2019-04-05,2019-04-06
3094,Who Do You Love,The Chainsmokers,2404384,2019-04-05,2019-04-06
3095,Empty,Juice WRLD,2385889,2019-04-05,2019-04-06
3096,Yes Indeed,Lil Baby,2381721,2019-04-05,2019-04-06
3097,bellyache,Billie Eilish,2374061,2019-04-05,2019-04-06
3098,Noticed,Lil Mosey,2361422,2019-04-05,2019-04-06
3099,All Girls Are The Same,Juice WRLD,2347625,2019-04-05,2019-04-06
3100,I Like It,Cardi B,2334945,2019-04-05,2019-04-06
3101,NASA,Ariana Grande,2333221,2019-04-05,2019-04-06
3102,Ric Flair Drip (& Metro Boomin),Offset,2309523,2019-04-05,2019-04-06
3103,Youngblood,5 Seconds of Summer,2301492,2019-04-05,2019-04-06
3104,Legacy,Offset,2279556,2019-04-05,2019-04-06
3105,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,2276082,2019-04-05,2019-04-06
3106,Kills You Slowly,The Chainsmokers,2275715,2019-04-05,2019-04-06
3107,Needy,Ariana Grande,2273044,2019-04-05,2019-04-06
3108,Close To Me,"Ellie Goulding, Diplo",2256301,2019-04-05,2019-04-06
3109,Nights Like This,Kehlani,2247178,2019-04-05,2019-04-06
3110,Fuck Love,XXXTENTACION,2235372,2019-04-05,2019-04-06
3111,Confessions of a Dangerous Mind,Logic,2128344,2019-04-05,2019-04-06
3112,XO TOUR Llif3,Lil Uzi Vert,2121989,2019-04-05,2019-04-06
3113,Shotta Flow,NLE Choppa,2110012,2019-04-05,2019-04-06
3114,Baila Baila Baila,Ozuna,2086385,2019-04-05,2019-04-06
3115,Dedication,Nipsey Hussle,2068809,2019-04-05,2019-04-06
3116,Numb Numb Juice,ScHoolboy Q,2052397,2019-04-05,2019-04-06
3117,Project Dreams,Marshmello,2050319,2019-04-05,2019-04-06
3118,Tequila,Dan + Shay,2050192,2019-04-05,2019-04-06
3119,Congratulations,Post Malone,2046339,2019-04-05,2019-04-06
3120,Last Time That I Checc'd,Nipsey Hussle,2044720,2019-04-05,2019-04-06
3121,I Like Me Better,Lauv,2044596,2019-04-05,2019-04-06
3122,Meant to Be,Bebe Rexha,2033419,2019-04-05,2019-04-06
3123,Worth It,YK Osiris,2010181,2019-04-05,2019-04-06
3124,God's Plan,Drake,1996826,2019-04-05,2019-04-06
3125,Taki Taki,"DJ Snake, Selena Gomez, Ozuna, Cardi B",1983660,2019-04-05,2019-04-06
3126,Keanu Reeves,Logic,1981893,2019-04-05,2019-04-06
3127,Young Dumb & Broke,Khalid,1979224,2019-04-05,2019-04-06
3128,Nuketown,Ski Mask The Slump God,1962733,2019-04-05,2019-04-06
3129,changes,XXXTENTACION,1955156,2019-04-05,2019-04-06
3130,Speechless,Dan + Shay,1913794,2019-04-05,2019-04-06
3131,Look Alive,BlocBoy JB,1900184,2019-04-05,2019-04-06
3132,Location,Khalid,1886161,2019-04-05,2019-04-06
3133,Don't Stop Me Now - Remastered,Queen,1885968,2019-04-05,2019-04-06
3134,Con Altura,ROSALÍA,1877898,2019-04-05,2019-04-06
3135,Best Part,H.E.R.,1865273,2019-04-05,2019-04-06
3136,Grinding All My Life,Nipsey Hussle,1863604,2019-04-05,2019-04-06
3137,Imagine,Ariana Grande,1862178,2019-04-05,2019-04-06
3138,Secreto,Anuel AA,1859721,2019-04-05,2019-04-06
3139,Tap,NAV,1844475,2019-04-05,2019-04-06
3140,Beautiful,Bazzi,1835329,2019-04-05,2019-04-06
3141,YOSEMITE,Travis Scott,1834799,2019-04-05,2019-04-06
3142,Lean Wit Me,Juice WRLD,1832744,2019-04-05,2019-04-06
3143,No Role Modelz,J. Cole,1826499,2019-04-05,2019-04-06
3144,Die Young,Roddy Ricch,1819968,2019-04-05,2019-04-06
3145,This Feeling,The Chainsmokers,1818936,2019-04-05,2019-04-06
3146,Double Up,Nipsey Hussle,1818737,2019-04-05,2019-04-06
3147,goosebumps,Travis Scott,1809803,2019-04-05,2019-04-06
3148,HUMBLE.,Kendrick Lamar,1804755,2019-04-05,2019-04-06
3149,TAlk tO Me,"Tory Lanez, Rich The Kid",1801192,2019-04-05,2019-04-06
